"ID","ETR","YFP","TFP","TFP.1"
1,0.152887883639688,3.40592130793543,92.7511463934109,1.74314019094442
2,0.143070227052711,3.46562618455621,98.5906078947523,0.643291386773539
3,0.152886404438939,2.90432351348093,92.9677560789116,0.638953454632001
4,0.158354968630498,3.0052890031742,100.118369469354,1.70901864120567
5,0.174574887142568,2.32324339981713,110.959839035417,1.10270435747042
6,0.162362035308141,3.58292281619834,97.5012317801254,1.25753316910561
7,0.169746637490747,3.89657765559232,98.3347392487844,0.402333540386413
8,0.184787706994744,3.33963054914401,102.647406528413,1.30295630164218
9,0.164523866868428,2.26784865273327,104.368237211907,-0.0286080694873196
10,0.142253864855299,3.03674150642572,100.375367119699,0.859134254548879
11,0.156682707203985,3.44852994129551,100.025547309755,1.39281265872587
12,0.162228182695774,3.65382495721976,97.5214356233126,1.11585521460712
13,0.15980945930059,2.89401475934518,87.6470498771044,0.619633034132953
14,0.1666720610515,3.31991866894219,98.1196376371519,0.263959107196995
15,0.16893858949542,3.65010581750885,100.214342712533,1.50675679555627
16,0.158618394428012,3.75067561796053,94.8195231648673,2.34792343171512
17,0.160788727095751,3.41478112606195,100.382200444073,0.954651760250473
18,0.149675365519235,2.77550279494279,104.351968974018,1.03821842206491
19,0.140513833407784,3.13802518869087,99.1844937630897,1.46972136597551
20,0.163921250872028,2.80714009408986,98.9101695845613,0.330108954717262
